797,298
223,193
208,264
344,182
233,171
225,402
207,170
208,160
205,165
204,138
228,155
222,167
331,187
207,178
186,291
213,183
187,168
344,254
221,187
181,189
236,225
199,193
211,167
367,181
186,211
181,171
245,223
217,170
198,189
197,151
201,177
203,166
174,496
206,190
196,166
170,190
181,205
217,209
215,188
243,256
183,143
231,199
302,160
181,220
178,174
223,351
206,205
204,219
178,219
208,188
